source,text,url
Sberbank-AST,"Торги нефтегазовой отрасли, инженерного обеспечения и электроэнергетики",http://utp.sberbank-ast.ru/Neft/NBT/DefaultAction/0/3/0/0
Sberbank-AST,ПАО «Сбербанк»,http://utp.sberbank-ast.ru/SB/
Sberbank-AST,АО «Торговый дом РЖД»,http://utp.sberbank-ast.ru/Main/Notice/2243
Sberbank-AST,АК «АЛРОСА» (ПАО),https://utp.sberbank-ast.ru/Trade/List/BidList/337
Sberbank-AST,Каталог имущества,https://utp.sberbank-ast.ru/Catalog/List/Index
Sberbank-AST,Сберключ. ЭДО и Консалтинг,https://www.sberkey.ru/?utm_source=astutp&utm_medium=www&utm_campaign=permanent&utm_content=etp44
Sberbank-AST,"Электронные подписи от УЦ ""Сбер А""",https://cert.sberbank-ast.ru/?utm_source=ast44&utm_medium=www&utm_campaign=permanent&utm_content=services&utm_context=menu
Sberbank-AST,График семинаров,https://www.sberbank-ast.ru/SeminarList.aspx
Sberbank-AST,Учебный центр Сбербанк-АСТ,https://www.sberbank-ast.ru/Page.aspx?cid=2794
Sberbank-AST,Подготовка к торгам,https://www.sberbank-ast.ru/WhereToBegin.aspx
Sberbank-AST,Реестр процедур,https://www.sberbank-ast.ru/purchaseList.aspx
Sberbank-AST,Аукционный зал,https://www.sberbank-ast.ru/PurchaseListToday.aspx
Sberbank-AST,,https://www.sberbank.com/ru/s_m_business/open-accounts/promo/goskontrakt?utm_source=SberACT&utm_medium=fix&utm_campaign=s_m_business_businessapps_wholesale_purchase_corporate-media_warranties_frk2_mar-jun2026_rk1761048gr52374_rus&utm_content=all&utm_term=main&erid=2RanykxyxpJ
Sberbank-AST,Закупки по 223-ФЗ,http://utp.sberbank-ast.ru/Trade/
Sberbank-AST,ПАО «Сбербанк»,http://utp.sberbank-ast.ru/SB/
Sberbank-AST,Закупки коммерческих Заказчиков,http://utp.sberbank-ast.ru/VIP/
Sberbank-AST,Сберключ Ключ к Вашим торгам ЭДО и консалтинг,http://www.sberkey.ru/
Sberbank-AST,Лизинг Подать заявку на лизинг в ПАО Сбербанк,https://www.sberbank-ast.ru/Leasing.html
Sberbank-AST,Сбер А провел в Красноярске крупную конференцию для заказчиков региона,https://www.sberbank-ast.ru/Content.aspx?cid=11011
Sberbank-AST,Сбер А и Республика Дагестан: как технологии меняют систему госзакупок.,https://www.sberbank-ast.ru/Content.aspx?cid=11007
Sberbank-AST,Сбер А провел семинар по медицинским закупкам в Красноярске: практика и риски,https://www.sberbank-ast.ru/Content.aspx?cid=11006
Sberbank-AST,Сбер А провел семинар по закупкам в Санкт-Петербурге с фокусом на практике в 2026 году,https://www.sberbank-ast.ru/Content.aspx?cid=11005
Sberbank-AST,SberB2B и Витрина закупок [FIO],https://www.sberbank-ast.ru/Content.aspx?cid=11003
Sberbank-AST,Очередной поток проекта «Молодой закупщик» успешно завершил обучение в Республике Коми,https://www.sberbank-ast.ru/Content.aspx?cid=11013
Sberbank-AST,На Сбер А ищут подрядчика для ремонта дворца-музея в Павловске за 302 млн рублей,https://www.sberbank-ast.ru/Content.aspx?cid=11012
Sberbank-AST,"Сбер А на крупнейшем цифровом форуме ЦИПР-2026: Аналитический портал, благодарственные письма и перспективные переговоры",https://www.sberbank-ast.ru/Content.aspx?cid=11010
Sberbank-AST,"«Медиация в закупках 2026: законодательство, инновации, практика» - новый тренд в закупочных процессах, которому посвящена программа нового курса Сбер А и Академии контрактных отношений.",https://www.sberbank-ast.ru/Content.aspx?cid=10997
Sberbank-AST,Сбер А проведет мероприятие федерального уровня в Перми и наградит поставщиков,https://www.sberbank-ast.ru/Content.aspx?cid=10996
Sberbank-AST,Политика обработки персональных данных,https://www.sberbank-ast.ru/Download2.aspx?fid=b81bac4f-f566-4e3f-8d97-47c1571a2dae
Sberbank-AST-UTP,Найти процедуру,https://utp.sberbank-ast.ru/Main/List/UnitedPurchaseListNew
Sberbank-AST-UTP,Электронная торговая площадка по 44-ФЗ,https://www.sberbank-ast.ru/
Sberbank-AST-UTP,Универсальная торговая платформа,https://utp.sberbank-ast.ru/Main
Sberbank-AST-UTP,Закупки,https://utp.sberbank-ast.ru/SB/NBT/Index/0/0/0/0
Sberbank-AST-UTP,Закупки по 44-ФЗ,https://www.sberbank-ast.ru/purchaseList.aspx
Sberbank-AST-UTP,Закупки по 223-ФЗ,https://utp.sberbank-ast.ru/Trade/
Sberbank-AST-UTP,Торги коммерческих заказчиков,https://utp.sberbank-ast.ru/VIP/
Sberbank-AST-UTP,"Торги нефтегазовой отрасли, инженерного обеспечения и электроэнергетики",https://utp.sberbank-ast.ru/TNG/
Sberbank-AST-UTP,ПАО Сбербанк,https://utp.sberbank-ast.ru/SB/
Sberbank-AST-UTP,АО «Торговый дом РЖД»,https://utp.sberbank-ast.ru/Main/Notice/924
Sberbank-AST-UTP,АК «АЛРОСА» (ПАО),https://utp.sberbank-ast.ru/Trade/List/BidList/337
Sberbank-AST-UTP,Каталог имущества,https://utp.sberbank-ast.ru/Catalog/List/Index
Sberbank-AST-UTP,"Реестр процедур ППК ""Фонд развития территорий""",https://utp.sberbank-ast.ru/Property/List/BidList/193
Sberbank-AST-UTP,Имущество ГК Роскосмос,https://utp.sberbank-ast.ru/Property/List/BidList/415
Sberbank-AST-UTP,Имущество ГК ВЭБ.РФ,https://utp.sberbank-ast.ru/Property/List/BidList/402
Sberbank-AST-UTP,Продажа Имущества ЗПИФ,https://utp.sberbank-ast.ru/VIP/List/PurchaseListZPIF
Sberbank-AST-UTP,Арестованное имущество,https://utp.sberbank-ast.ru/AP/List/BidListArrested/365
Sberbank-AST-UTP,Имущество ДОМ.РФ,https://utp.sberbank-ast.ru/AP/List/BidList/333
Sberbank-AST-UTP,Сберключ. ЭДО и консалтинг,https://www.sberkey.ru/
Sberbank-AST-UTP,Продажа долгов,https://utp.sberbank-ast.ru/Main/List/Debts
Sberbank-AST-UTP,Электронные подписи от УЦ «Сбер А»,https://cert.sberbank-ast.ru/?utm_source=astutp&utm_medium=www&utm_campaign=permanent&utm_content=services&utm_context=menu
Sberbank-AST-UTP,Учебный центр Сбербанк-АСТ,https://utp.sberbank-ast.ru/Main/Notice/887/Training
Sberbank-AST-UTP,График семинаров,https://www.sberbank-ast.ru/SeminarList.aspx
Sberbank-AST-UTP,График семинаров,https://www.sberbank-ast.ru/SeminarList.aspx
Sberbank-AST-UTP,Учебный центр Сбербанк-АСТ,https://www.sberbank-ast.ru/Page.aspx?cid=2794
Sberbank-AST-UTP,Закупки ПАО Сбербанк,https://utp.sberbank-ast.ru/SB/
Sberbank-AST-UTP,'+ ',https://einv.esphere.ru:9443/spk_lkk/?widget=tarif
Sberbank-AST-UTP,Банковские реквизиты для перечисления денежных средств,https://utp.sberbank-ast.ru/SB/Notice/1444/Requisites
Sberbank-AST-UTP,Реестр активных процедур,https://utp.sberbank-ast.ru/SB/List/SupplierBidList
Sberbank-AST-UTP,Положение о закупках ПАО «Сбербанк»,https://zakupki.gov.ru/epz/orderclause/card/common-info.html?reestrNumber=[PHONE]
Sberbank-AST-UTP,,http://zingaya.com/widget/e69cfa0afa144717b6d4daf53010b3d9
Sberbank-AST-UTP,Реестре документов,https://utp.sberbank-ast.ru/SB/List/DocumentList
Sberbank-AST-UTP,Реестре документов,https://utp.sberbank-ast.ru/SB/List/DocumentList
Sberbank-AST-UTP,Политика обработки персональных данных,https://utp.sberbank-ast.ru/Main/File/DownLoadFile?fid=67449A32-7253-4A2E-AAA2-F2EEFE676653
